Name,Description,Requirements,Reward,Type,Sub_Type,Heist,Difficulty,Status,Completion Date,Source
The Drill Is Down,Complete the Crude Awakening job on the Death Wish difficulty or above.,,,Achievement,Completion,Crude Awakening,Death Wish,Incomplete,,
"Burn, Baby, Burn",Complete the Crude Awakening job on the Death Sentence difficulty.,,,Achievement,Completion,Crude Awakening,Death Sentence,Incomplete,,
Texas Heat,Complete the Crude Awakening job on the Death Sentence difficulty with One Down active.,,,Achievement,Completion,Crude Awakening,DSOD,Incomplete,,
Seagulls Aren’t Real,"In the Crude Awakening job, find and remove all the seagulls without raising the alarm.",,,Achievement,Heist,Crude Awakening,Normal,Incomplete,,
"Texas Treasures, Part 4","In the Crude Awakening job, use the blueprint to access a passcode to Gabriel’s most valuable asset. Unlocks the ""Texas Treasures"" Suit and the ""Midland Memoriam"" mask.",,Yes,Achievement,Heist,Crude Awakening,Normal,Incomplete,,
Cash Liquidation,"In the Crude Awakening job, throw all of Alice Rainey’s money into the ocean and then pick it up with your boat.",,,Achievement,Heist,Crude Awakening,Normal,Incomplete,,
Human Torch,"In the Crude Awakening job, kill Gabriel using three oil pits at most on the OVERKILL difficulty or above. Unlocks the ""Gabriel’s Requiem"" mask.",,Yes,Achievement,Heist,Crude Awakening,Overkill,Incomplete,,
The Right Stuff,"In the Crude Awakening job, find the purest sample of the correct oil batch on the first try.",,,Achievement,Heist,Crude Awakening,Normal,Incomplete,,
The End,Secret,,,Achievement,Misc,,Normal,Incomplete,,
Chemical Weapons,"No, don't cook weapons grade meth. Just find the parts.","In the Rats job, find the weapon case and the two keys.",Yes,Side Job,Heist,Rats,Normal,Complete,,Gage Spec Ops Missions
War for Oil,Energy is the realm of big business. So are weapons. Make sure you find what you are looking for.,"In the Big Oil job, find the weapon case and the two keys.",Yes,Side Job,Heist,Big Oil,Normal,Complete,,Gage Spec Ops Missions
Mic,The fine art of mixing weapons and politics. Time to cash in - get the parts.,"In the Framing Frame job, find the weapon case and the two keys.",Yes,Side Job,Heist,Framing Frame,Normal,Complete,,Gage Spec Ops Missions
Open Fire,Lots of guns for you to grab. Just make sure you find the parts - don't burn them.,"In the Firestarter job, find the weapon case and the two keys.",Yes,Side Job,Heist,Firestarter,Normal,Complete,,Gage Spec Ops Missions
Knife Legislation,Bullets will run out - knives won't. All you need to do is to thrust the blades into your enemy and you'll stay alive.,Kill 10 enemies using the Push Daggers melee weapon.,Yes,Side Job,Equipment,,Normal,Complete,,Aldstone's Heritage Job
Prepare for War,"Parabellum meaning(sic) ""Prepare for War"". So carrying the Parabellum Pistol means you are always prepared, no matter what type of obstacle that might appear.",Kill 50 enemies using the Parabellum pistol.,Yes,Side Job,Equipment,,Normal,Complete,,Aldstone's Heritage Job
Rapid Retribution,"Raids are often crowded, so speed is of the essence. Combine high velocity with sharp sludges(sic) and you'll make a serious impact.",Kill 100 enemies using the MP40 submachine gun.,Yes,Side Job,Equipment,,Normal,Complete,,Aldstone's Heritage Job
The Control's Hundred Tab,The greatest battle implement ever devised. Show you(sic) skill and ferocity with this piece of American history.,Kill 200 enemies using the Galant rifle.,Yes,Side Job,Equipment,,Normal,Complete,,Aldstone's Heritage Job
The Briefcase,"Aldstone asked us to locate an old gas mask used back in WW2, it recently was bought by a wealthy collector. Steal it from him before he leaves the country.",Finish the day 1(sic) of the Firestarter Job after having picked up the hidden brown briefcase.,Yes,Side Job,Heist,Firestarter,Normal,Complete,,Aldstone's Heritage Job
The War Room,Aldstone asked us to pick up something from the Museum. It's some sort of hat but he seemed really interested in it.,Kill 200 enemies with all players remaining inside the World War 2 exhibit room on The Diamond Heist on Overkill difficulty or above in one playthrough.,Yes,Side Job,Heist,The Diamond,Overkill,Complete,,Aldstone's Heritage Job
Sommelier en Herbe,"Aldstone has found a collector with a WW2 beret, and he's willing to trade it for something equally rare and valuable.","Finish day 3 of the Framing Frame Heist in stealth, having stolen the antique bottle of wine.",Yes,Side Job,Heist,Framing Frame,Normal,Complete,,Aldstone's Heritage Job
The Historical Reports,"Aldstone is trying to track down and(sic) old WW2 artifact, we need to help him find some old documents that may lead us to it.",Find the war documents (0/5) in safety deposit boxes. The highest droprate is on Big Bank and Transport heists. Due to a bug in the lootdistribution chances are very low for this one on GO Bank and Bank Heist.,Yes,Side Job,Heist,,Normal,Complete,,Aldstone's Heritage Job
A Gripping Celebration,,Find 4 Anniversary Statues,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
Octennial Tailor,,Find 6 Anniversary Statues,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
Let It Go to Your Head,,Find 8 Anniversary Statues,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
Share the Wealth,,Secure 9 Bags of Gold in the Slaughterhouse Heist on Overkill Difficulty or above,Yes,Side Job,Heist,Slaughterhouse,Overkill,Complete,,Event Missions
Bleeding Cash,,Perform 99 double kills with any armor-penetrating weapon,Yes,Side Job,Equipment,,Normal,Complete,,Event Missions
Gift for You,,Find and loot 99 pieces of loose cash.,Yes,Side Job,Misc,,Normal,Complete,,Event Missions
Go for Gold,,Kill 99 enemies with the money bundle melee weapon,Yes,Side Job,Equipment,,Normal,Complete,,Event Missions
The Fire within,,Secure 9 Almir's Toasts on Overkill Difficulty or above,Yes,Side Job,Heist,,Overkill,Incomplete,,Event Missions
Lucky Star,,Kill 2000 enemies with any sniper rifle,Yes,Side Job,Equipment,,Normal,Complete,,Event Missions
Constelation Prize,,Kill 150 Cloakers with the North Star Rifle on Very Hard difficulty or above.,Yes,Side Job,Equipment,,Very Hard,Incomplete,,Event Missions
Diamonds in the Sky,,perform 1000 double kills with the North Star Rifle on any difficulty,Yes,Side Job,Equipment,,Normal,Incomplete,,Event Missions
Gift Swap,,Secure 20 loot bags (followed by a successful escape) on any difficulty,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
No Presents for You,,Kill 40 Dozers on Overkill Difficulty or Above,Yes,Side Job,Equipment,,Overkill,Complete,,Event Missions
Frostbite,,Secure 100 loot bags (followed by a successful escape) on any difficulty,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
Shredding Christmas,,Secure 250 loot bags (followed by a successful escape) on any difficulty,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
The Abominable Dozer,,Kill 200 Dozers on Overkill difficulty or above,Yes,Side Job,Equipment,,Overkill,Complete,,Event Missions
Holiday Cheer,,Secure 500 loot bags (followed by a successful escape) on any difficulty,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
Smash and Grab,,Complese 50 Heists,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
The Musketeers,,Kill 100 enemies with a sniper rifle,Yes,Side Job,Equipment,,Normal,Complete,,Event Missions
Bang for Your Buck,,Secure 100 bags,Yes,Side Job,Heist,,Normal,Complete,,Event Missions
Ham-mer time,,Melee kill 100 enemies,Yes,Side Job,Equipment,,Normal,Complete,,Event Missions
Bay of Pigs,,Kill 100 Dozers,Yes,Side Job,Equipment,,Normal,Complete,,Event Missions
Get Buff,,Collect 100 Gage Packages,Yes,Side Job,Misc,,Normal,Complete,,Event Missions
A War Well-Fought,A beautifully-preserved Parabellum pistol. Aldstone's Quarters.,"Complete the ""Prepare for War"" side job.",,Trophy,Equipment,,Normal,Complete,,Trophies
Bain's Guide,Bain received The Guide of Cagliostro as payment for a heist against a hospital in New York many years ago Duke's Gallery.,Complete the No Mercy job on the Normal difficulty or above.,,Trophy,Heist,No Mercy,Normal,Complete,,Trophies
Big Daddy,"You wouldn't think so, but you can kill a dozer with these things. The living room.",Knock out 5 Bulldozers with the OVERKILL Boxing Gloves.,,Trophy,Equipment,,Normal,Complete,,Trophies
Bushido,"You really wanted this armor, more than anything else. Jiro's Lounge.","In the Shadow Raid heist, steal all the Samurai Armor before grabbing or securing any other loot, playing on OVERKILL difficulty or above.",,Trophy,Heist,Shadow Raid,Overkill,Complete,,Trophies
But It's The Tooth!,THAT'S A BIG TOOTHBRUSH! Top Floor bathroom.,Find the toothbrush in the Panic Room heist.,,Trophy,Heist,Panic Room,Normal,Complete,,Trophies
Clueless,"A nice, fat, benevolent pig full of money. The living room.","Complete The Big Bank heist on the OVERKILL difficulty or above, with no crew member using any skills.",,Trophy,Heist,The Big Bank,Overkill,Incomplete,,Trophies
Computer,"This computer is a really old, slow piece of shit. Wolf's Workshop.",Finish day 1 of the Election Day heist after breaking stealth and completing the entire intel download on the computer.,,Trophy,Heist,Election Day,Normal,Complete,,Trophies
Dance Party,This jar contains evidence of the destructive work of a good SMG. Chains' Weapons Workshop.,Kill 25 enemies in 25 seconds using only SMGs.,,Trophy,Equipment,,Normal,Complete,,Trophies
Dartboard,Use it to display your unmatched throwing accuracy. Grenades don't count. Jimmy's Bar.,Perform 500 headshot kills.,,Trophy,Equipment,,Normal,Complete,,Trophies
Diamonds,You had to swat some wheels to get this beauty. Bottom Floor bathroom.,"Finish the Diamond Store heist with all bags and destroying the SWAT Turret, on OVERKILL difficulty or above. Requires securing 18 bags, can be reached with both money and diamond bags.",,Trophy,Heist,Diamond Store,Overkill,Complete,,Trophies
Disco Night,A very tasteful disco ball from the Tasteful Club. Above the living room.,Finish the Night Club heist in stealth on DEATH WISH difficulty or above.,,Trophy,Heist,Nightclub,Death Wish,Complete,,Trophies
Dozer,This is a nice dozer helmet. Keep 'em flying. Jacket's Hangout.,Kill 100 special units.,,Trophy,Misc,,Normal,Complete,,Trophies
Escape Van,"This is a model of your escape van. It'll take you anywhere - or, rather, away from it. The living room.",Successfully complete 10 escapes.,,Trophy,Heist,Escape: Any,Normal,Incomplete,,Trophies
Evolution,Experiment. Mutate. Evolve. The living room.,Complete any heist with an active mutator.,,Trophy,Heist,,Normal,Complete,,Trophies
Failed Assassination,A sniper rifle. Some people really underestimate the possibilities of it. The living room.,"Complete the Undercover heist on the OVERKILL difficulty or above, with each crew member only using sniper rifles, no skills, and wearing the Two-Piece Suit.",,Trophy,Heist,Undercover,Overkill,Incomplete,,Trophies
Falcogini,"A scale model of a Falcogini. Yes, you once stole a real one. Drive in style. The living room.",Finish the Car Shop job on any difficulty.,,Trophy,Heist,Car Shop,Normal,Complete,,Trophies
First Steps,"Even the infamous once started small. Or, in other words, we all suck at first. The living room.",Complete all the basic heists.,,Trophy,Heist,,Normal,Complete,,Trophies
Friends in Close Quarters,"The deadly Push Daggers, your pair of true friends when in need. Aldstone's Quarters.","Complete the ""Knife Legislation"" side job.",,Trophy,Equipment,,Normal,Complete,,Trophies
Get Off My Lawn!,You managed to fight the cops off. This barbed wire will make it harder for them to get in next time. Safe House perimeter walls.,Successfully defend your safe house against a police raid on OVERKILL difficulty or above.,,Trophy,Heist,Safe House Raid,Overkill,Complete,,Trophies
Goat,Ah that day with the goats...but whose idea was it to bring one back here? It's not even housetrained. The living room.,Extract 25 goats on Day 2 of the Goat Simulator heist.,,Trophy,Heist,Goat Simulator,Normal,Incomplete,,Trophies
Golden Grin,It's the kind of grin you flash when you've stolen the big loot with absolutely perfect skill. Bonnie's Gambling Den.,"Complete the Golden Grin Casino heist on Death Wish difficulty or above, equipped with only silenced pistols.",,Trophy,Heist,Golden Grin Casino,Death Wish,Complete,,Trophies
Gone Fishing,"Quiet as a catfish, you stole all the cash from that yacht. But it wasn't easy. The living room.",Complete The Yacht Heist in stealth with all team members at maximum detection.,,Trophy,Heist,The Yacht Heist,Normal,Complete,,Trophies
Hero's Companion,The Galant rifle is a trusted service rifle of the US armed forces. The Crown Jewel in any respectable collection. Aldstone's Quarters.,"Complete the ""The Control's Hundred Tab"" side job.",,Trophy,Equipment,,Normal,Complete,,Trophies
Historiographer,"Aldstone's very proud of acquisition of the four masks, particularly this blood red beret. Aldstone's Quarters.",Unlock all four of the RAID character masks.,,Trophy,Heist,,Normal,Complete,,Trophies
Humanitarian,A first aid locker. Because we care about the medical profession. Ground Floor bathroom.,"Complete Beneath the Mountain heist on Mayhem difficulty or above, without killing any medics.",,Trophy,Heist,Beneath the Mountain,Mayhem,Incomplete,,Trophies
I Got This,"This is an homage to the discreet power of the ECM jammer. Not that you needed one, that time at the Car Shop. The living room.","Successfully complete the Car Shop heist with a detection risk of 70 or above, without using ECM Jammers.",,Trophy,Heist,Car Shop,Normal,Complete,,Trophies
I Just Had To,A little souvenir that you picked up when raiding the FBI offices. The living room.,Successfully complete Day 2 of the Firestarter heist in stealth.,,Trophy,Heist,Firestarter,Normal,Complete,,Trophies
It's Not Even Fresh...,Someone liked this sandwich so much that they locked in a safe to protect it. It must be really good. Top Floor kitchen.,"In The Big Bank job, find the half-eaten sandwich in the safe",,Trophy,Heist,The Big Bank,Normal,Complete,,Trophies
Jason,"Yes, you took it. But do you really really need it? The living room.",Find the hobo's knife in the Aftershock heist.,,Trophy,Heist,Aftershock,Normal,Complete,,Trophies
Long Fellow,A multiple warhead delivery vehicle. Outside the Garage.,"Finish the Meltdown job within 7 minutes, on OVERKILL difficulty or above.",,Trophy,Heist,Meltdown,Overkill,Complete,,Trophies
Medic,A golden syringe. Because you've sent enough medics to the hospital to solve their staff shortage problems for good. The living room.,Kill 100 medics.,,Trophy,Misc,,Normal,Complete,,Trophies
Meth,For dummies and others who want to get into the meth cooking business. The living room.,Finish the Cook Off heist with 25 bags of meth on OVERKILL difficulty or above.,,Trophy,Heist,Cook Off,Overkill,Incomplete,,Trophies
